activity;sampleId;stamp;alpha;beta;gamma;x;y;z
hands;Hands_Id1;1635417256362;355.705;63.1;2.7;-0.2;0;-0.1
hands;Hands_Id1;1635417256428;355.903;62.804;2.3003;0;0;0.2
hands;Hands_Id1;1635417256498;356.403;62.804;1.9001;0;0.1;-0.1
hands;Hands_Id1;1635417256557;356.5;63;2;-0.1;0;-0.2
hands;Hands_Id1;1635417256622;357.205;63.406;1.8;0;0.1;-0.1
hands;Hands_Id1;1635417256681;357.5;63.5;1.5;0.1;-0.1;-0.2
hands;Hands_Id1;1635417256740;358.6;63.6;0.6001;0.30004;-0.2;0.1
hands;Hands_Id1;1635417256797;359.205;63.406;0.1;-0.1;0;0.1
hands;Hands_Id1;1635417256851;358.3;63.406;1.1;-0.1;-0.1;0.2
hands;Hands_Id1;1635417256915;357.205;63.5;2.4004;-0.2;0.30004;-0.1
hands;Hands_Id1;1635417256976;356.903;63.6;2.7;-0.2;0.1;0.2
hands;Hands_Id1;1635417257032;357.3;63.5;2.7;0;-0.2;0.1
hands;Hands_Id1;1635417257088;356.903;63.6;3.4004;0;0.1;-0.30004
hands;Hands_Id1;1635417257149;357.6;64.101;3.5;0.30004;-0.2;-0.30004
hands;Hands_Id1;1635417257209;0.5;64.101;1.7002;0.5;-0.2;-0.2
hands;Hands_Id1;1635417257275;2.1;64.2;0.9;0.1;0.1;0
hands;Hands_Id1;1635417257337;4.3;64;-0.30004;0.9;-0.30004;0.2
hands;Hands_Id1;1635417257399;8.5;63.304;-4.1005;1;-0.1;0.30004
hands;Hands_Id1;1635417257466;11.4;63;-7.2;1.3;-0.4;0
hands;Hands_Id1;1635417257529;12.4;62.804;-9;0.8;-0.5;0.1
hands;Hands_Id1;1635417257588;11.3;62.804;-8.4;-0.1;-0.2;0
hands;Hands_Id1;1635417257647;6.801;63;-4.801;-1.1;0.30004;0.1
hands;Hands_Id1;1635417257703;2.2;63.6;-1.1;-1;0.30004;0.1
hands;Hands_Id1;1635417257766;359.205;63.906;1.2002;-1.3;0.5;-0.1
hands;Hands_Id1;1635417257828;356.1;64.5;3.9004;-0.9;0.4;-0.30004
hands;Hands_Id1;1635417257888;354.6;64.8;5.1005;-0.5;0.30004;-0.2
hands;Hands_Id1;1635417257951;353.903;65.101;5.801;0;-0.1;0
hands;Hands_Id1;1635417258014;354.6;64.9;5.1005;0.1;-0.2;0.2
hands;Hands_Id1;1635417258080;355.3;64.8;4.5;0.2;-0.1;0.1
hands;Hands_Id1;1635417258136;355.3;64.8;4.3;-0.1;0;-0.2
hands;Hands_Id1;1635417258195;354.5;65.101;5;-0.5;0.2;-0.2
hands;Hands_Id1;1635417258254;353.205;65.3;6.301;-0.30004;0.1;0.2
hands;Hands_Id1;1635417258313;352.8;65.2;6.801;0;0;0.30004
hands;Hands_Id1;1635417258376;353.3;65;6.301;0.1;0;-0.1
hands;Hands_Id1;1635417258431;353.5;65.3;5.9;0;0;-0.1
hands;Hands_Id1;1635417258488;353.5;65.5;6;0.1;-0.1;0
hands;Hands_Id1;1635417258544;353.705;65.5;5.7;0;0;0.1
hands;Hands_Id1;1635417258596;353.5;65.5;5.9;-0.1;0;0
hands;Hands_Id1;1635417258658;353;65.601;6.4;-0.2;0.1;-0.1
hands;Hands_Id1;1635417258718;352.8;65.601;6.7;0.2;-0.1;0.1
hands;Hands_Id1;1635417258772;353.5;65.5;6;0.30004;-0.1;0.1
hands;Hands_Id1;1635417258826;354;65.5;5.301;0.30004;-0.1;0
hands;Hands_Id1;1635417258863;354;65.5;5.301;0;0;-0.1
hands;Hands_Id1;1635417258923;352.903;65.7;6.301;-0.2;0.1;-0.1
hands;Hands_Id1;1635417258983;352;65.5;7.2;-0.1;0;0.2
hands;Hands_Id1;1635417259043;351.5;65.601;7.6005;-0.1;0.2;0.1
hands;Hands_Id1;1635417259100;351.403;65.7;7.801;-0.1;-0.1;0
hands;Hands_Id1;1635417259164;351.903;65.9;7.2;0.1;0;-0.1
hands;Hands_Id1;1635417259220;352.205;65.9;6.9;0.1;0;0
hands;Hands_Id1;1635417259273;352.205;65.8;6.9;-0.1;0.1;0.1
hands;Hands_Id1;1635417259328;352.1;65.8;7;0;0;0
hands;Hands_Id1;1635417259380;352.1;65.9;7;0;0;-0.1
hands;Hands_Id1;1635417259446;352.205;65.9;6.9;0.1;0;-0.1
hands;Hands_Id1;1635417259480;352.205;65.9;6.9;0;0;0
hands;Hands_Id1;1635417259530;352.205;65.9;6.9;0;-0.1;0
hands;Hands_Id1;1635417259584;352.1;66;7.1005;0;0;0
hands;Hands_Id1;1635417259638;351.8;65.9;7.301;0;0;0.1
hands;Hands_Id1;1635417259669;351.8;65.9;7.301;0;0;0.2
hands;Hands_Id1;1635417259715;351.8;65.9;7.301;0.1;0;0
hands;Hands_Id1;1635417259791;351.3;65.9;7.6005;-0.1;0.1;-0.1
hands;Hands_Id1;1635417259861;351.1;66;7.801;0;0;0
hands;Hands_Id1;1635417259896;351.1;66;7.801;-0.1;0;0.2
hands;Hands_Id1;1635417259959;351.3;65.8;7.7;0;0;0
hands;Hands_Id1;1635417260020;351.5;65.9;7.4;0.1;-0.1;0
hands;Hands_Id1;1635417260098;351.5;65.8;7.4;0;-0.1;0
hands;Hands_Id1;1635417260154;351.403;65.9;7.6005;-0.1;0.1;0
hands;Hands_Id1;1635417260209;351.5;65.9;7.4;0.1;0;-0.1
hands;Hands_Id1;1635417260265;351.5;65.8;7.4;0;0;0.1
hands;Hands_Id1;1635417260283;351.5;65.8;7.4;0;0;0.1
hands;Hands_Id1;1635417260323;351.5;65.8;7.4;0;0;0
hands;Hands_Id1;1635417260380;351.403;65.9;7.5;0;0;-0.30004
hands;Hands_Id1;1635417260428;351.403;65.9;7.5;0;0;0.2
hands;Hands_Id1;1635417260439;351.403;65.9;7.5;0;0;0.2
hands;Hands_Id1;1635417260470;351.403;65.9;7.5;0;0;0.1
hands;Hands_Id1;1635417260552;351.6;66;7.301;0.1;0;-0.2
hands;Hands_Id1;1635417260618;351.205;65.9;7.7;-0.1;0.1;0.2
hands;Hands_Id1;1635417260674;351;65.9;7.9;-0.1;0;0
hands;Hands_Id1;1635417260707;351;65.9;7.9;0;0.1;0
hands;Hands_Id1;1635417260749;351;65.9;7.9;-0.1;0;0
hands;Hands_Id1;1635417260777;351;65.9;7.9;0;0;0
hands;Hands_Id1;1635417260788;351;65.9;7.9;0;0;0
hands;Hands_Id1;1635417260799;351;65.9;7.9;0;0;0
hands;Hands_Id1;1635417260821;351;66.101;7.9;0;0;0
hands;Hands_Id1;1635417260888;351.1;66.101;7.9;0.1;-0.1;-0.1
hands;Hands_Id1;1635417260951;351.5;66;7.5;0.1;0;0.1
hands;Hands_Id1;1635417261008;351.8;65.9;7.301;0;0;0.2
hands;Hands_Id1;1635417261086;352.1;65.8;7;0;0;0
hands;Hands_Id1;1635417261174;352.205;65.8;6.9;0;0;-0.1
hands;Hands_Id1;1635417261235;352.1;65.9;6.9;0;0.1;0
hands;Hands_Id1;1635417261306;352.205;65.9;6.9;-0.1;0;-0.1
hands;Hands_Id1;1635417261381;352.1;65.9;6.9;0;0;0
hands;Hands_Id1;1635417261394;352.1;65.9;6.9;0;0;0
hands;Hands_Id1;1635417261405;352.1;65.9;6.9;0;0;0
hands;Hands_Id1;1635417261437;352.1;65.9;6.9;0.1;0;0.1
hands;Hands_Id1;1635417261501;352;65.9;7;0;0;0
hands;Hands_Id1;1635417261559;351.903;65.9;7.1005;0;-0.1;0
hands;Hands_Id1;1635417261617;351.705;66;7.2;-0.1;0.1;-0.1
hands;Hands_Id1;1635417261672;351.705;66;7.2;0;0;0
hands;Hands_Id1;1635417261704;351.705;66;7.2;0;0;0.1
hands;Hands_Id1;1635417261715;351.705;66;7.2;0;0;0.1
hands;Hands_Id1;1635417261744;351.705;65.8;7.2;0;0;0.1
hands;Hands_Id1;1635417261796;351.5;65.8;7.301;0;0;0
hands;Hands_Id1;1635417261858;351.205;65.9;7.6005;-0.1;0.1;-0.2
hands;Hands_Id1;1635417261934;351.1;65.9;7.6005;0;0;0
hands;Hands_Id1;1635417261972;351.3;65.9;7.5;0;0;0
hands;Hands_Id1;1635417261983;351.3;65.9;7.5;0;0;0
hands;Hands_Id1;1635417261994;351.3;65.9;7.5;0;0;0
hands;Hands_Id1;1635417262004;351.3;65.9;7.5;0;0;0
hands;Hands_Id1;1635417262015;351.3;65.9;7.5;0;0;0
hands;Hands_Id1;1635417262069;351.3;65.9;7.5;0.1;0;0
hands;Hands_Id1;1635417262124;351.403;65.9;7.301;0;0;0
hands;Hands_Id1;1635417262174;351.3;65.9;7.5;0;0;-0.1
hands;Hands_Id1;1635417262210;351.3;65.9;7.5;0;0;0
hands;Hands_Id1;1635417262279;351.1;66;7.6005;0;0;0
hands;Hands_Id1;1635417262335;351.205;66;7.5;0;0;0.1
hands;Hands_Id1;1635417262383;351.1;66;7.6005;0;0;0
hands;Hands_Id1;1635417262415;351.1;66;7.6005;0;0;-0.1
hands;Hands_Id1;1635417262479;351;66.101;7.7;0;0;0
hands;Hands_Id1;1635417262520;351;66.101;7.7;0;0;0
hands;Hands_Id1;1635417262554;351;66.101;7.7;0;0;0.1
hands;Hands_Id1;1635417262613;351.1;66.2;7.7;0;0;0
hands;Hands_Id1;1635417262653;351.1;66.2;7.7;-0.1;0.1;0
